FABRICANTE,CODIGO_PECA,DESCRICAO,CHAVE_DE_BUSCA,MARCA_VEICULO,MODELO_VEICULO,ANOS_APLICACAO,CONTEXTO_IA
SABO,78585,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN GOL 80/97,VOLKSWAGEN,GOL,1980 a 1997,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN GOL. Aplicação: 1980 a 1997. Fabricante: SABO. Código: 78585.
SABO,78585,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN SAVEIRO 94/,VOLKSWAGEN,SAVEIRO,1994,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN SAVEIRO. Aplicação: 1994. Fabricante: SABO. Código: 78585.
SABO,78585,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN LOGUS 1.6 -96 93/12,VOLKSWAGEN,LOGUS 1.6 -96,1993 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN LOGUS 1.6 -96. Aplicação: 1993 a 2012. Fabricante: SABO. Código: 78585.
SABO,78585,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN POINTER 1.6 -96 93/12,VOLKSWAGEN,POINTER 1.6 -96,1993 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN POINTER 1.6 -96. Aplicação: 1993 a 2012. Fabricante: SABO. Código: 78585.
SABO,78585,KIT COIFA HOMOCINETICA CAMBIO,VOLKSWAGEN SANTANA 84/92,VOLKSWAGEN,SANTANA,1984 a 1992,KIT COIFA HOMOCINETICA CAMBIO compatível com VOLKSWAGEN SANTANA. Aplicação: 1984 a 1992. Fabricante: SABO. Código: 78585.
SABO,78586,KIT COIFA HOMOCINETICA CAMBIO,FIAT UNO MILLE 91/96,FIAT,UNO MILLE,1991 a 1996,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT UNO MILLE. Aplicação: 1991 a 1996. Fabricante: SABO. Código: 78586.
SABO,78586,KIT COIFA HOMOCINETICA CAMBIO,FIAT FIORINO 91/93,FIAT,FIORINO,1991 a 1993,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT FIORINO. Aplicação: 1991 a 1993. Fabricante: SABO. Código: 78586.
SABO,78586,KIT COIFA HOMOCINETICA CAMBIO,FIAT ELBA 91/93,FIAT,ELBA,1991 a 1993,KIT COIFA HOMOCINETICA CAMBIO compatível com FIAT ELBA. Aplicação: 1991 a 1993. Fabricante: SABO. Código: 78586.
SABO,78589,"PARAFUSO CABECOTE M9 X 1,25 X 140MM",VOLKSWAGEN GOLF COMFORTLINE TSI DSG  3--15 14/8,VOLKSWAGEN,GOLF COMFORTLINE TSI DSG  3--15 8,2014,"PARAFUSO CABECOTE M9 X 1,25 X 140MM compatível com VOLKSWAGEN GOLF COMFORTLINE TSI DSG  3--15 8. Aplicação: 2014. Fabricante: SABO. Código: 78589."
SABO,78589,"PARAFUSO CABECOTE M9 X 1,25 X 140MM",VOLKSWAGEN GOLF COMFORTLINE TSI DSG,VOLKSWAGEN,GOLF COMFORTLINE TSI DSG,não especificado,"PARAFUSO CABECOTE M9 X 1,25 X 140MM compatível com VOLKSWAGEN GOLF COMFORTLINE TSI DSG. Aplicação: não especificado. Fabricante: SABO. Código: 78589."
SABO,78589,"PARAFUSO CABECOTE M9 X 1,25 X 140MM",VOLKSWAGEN GOLF COMFORTLINE TSI 1.4,VOLKSWAGEN,GOLF COMFORTLINE TSI 1.4,não especificado,"PARAFUSO CABECOTE M9 X 1,25 X 140MM compatível com VOLKSWAGEN GOLF COMFORTLINE TSI 1.4. Aplicação: não especificado. Fabricante: SABO. Código: 78589."
SABO,78589,"PARAFUSO CABECOTE M9 X 1,25 X 140MM",VOLKSWAGEN GOLF COMFORTLINE TSI 1.4  3--15 14/8,VOLKSWAGEN,GOLF COMFORTLINE TSI 1.4  3--15 8,2014,"PARAFUSO CABECOTE M9 X 1,25 X 140MM compatível com VOLKSWAGEN GOLF COMFORTLINE TSI 1.4  3--15 8. Aplicação: 2014. Fabricante: SABO. Código: 78589."
SABO,78589,"PARAFUSO CABECOTE M9 X 1,25 X 140MM",VOLKSWAGEN GOLF GTE TSI 1.4 16V 4CIL 12-19/,VOLKSWAGEN,GOLF GTE TSI 1.4 16V 4CIL 12-,2019,"PARAFUSO CABECOTE M9 X 1,25 X 140MM compatível com VOLKSWAGEN GOLF GTE TSI 1.4 16V 4CIL 12-. Aplicação: 2019. Fabricante: SABO. Código: 78589."
SABO,78592,"PARAFUSO CABECOTE M9 X 1,5 X 130MM",HYUNDAI HB20 S DIAMOND PLUS TURBO,HYUNDAI,HB20 S DIAMOND PLUS TURBO,não especificado,"PARAFUSO CABECOTE M9 X 1,5 X 130MM compatível com HYUNDAI HB20 S DIAMOND PLUS TURBO. Aplicação: não especificado. Fabricante: SABO. Código: 78592."
SABO,78592,"PARAFUSO CABECOTE M9 X 1,5 X 130MM",HYUNDAI HB20 S EVOLUTION TURBO AT,HYUNDAI,HB20 S EVOLUTION TURBO AT,não especificado,"PARAFUSO CABECOTE M9 X 1,5 X 130MM compatível com HYUNDAI HB20 S EVOLUTION TURBO AT. Aplicação: não especificado. Fabricante: SABO. Código: 78592."
SABO,78592,"PARAFUSO CABECOTE M9 X 1,5 X 130MM",HYUNDAI HB20 S TURBO 1.0 12V 3CIL,HYUNDAI,HB20 S TURBO 1.0 12V 3CIL,não especificado,"PARAFUSO CABECOTE M9 X 1,5 X 130MM compatível com HYUNDAI HB20 S TURBO 1.0 12V 3CIL. Aplicação: não especificado. Fabricante: SABO. Código: 78592."
SABO,78592,"PARAFUSO CABECOTE M9 X 1,5 X 130MM",HYUNDAI HB20 COMFORT PLUS TURBO 1,HYUNDAI,HB20 COMFORT PLUS TURBO 1,não especificado,"PARAFUSO CABECOTE M9 X 1,5 X 130MM compatível com HYUNDAI HB20 COMFORT PLUS TURBO 1. Aplicação: não especificado. Fabricante: SABO. Código: 78592."
SABO,78592,"PARAFUSO CABECOTE M9 X 1,5 X 130MM",HYUNDAI HB20 DIAMOND TURBO AT 1.,HYUNDAI,HB20 DIAMOND TURBO AT 1.,não especificado,"PARAFUSO CABECOTE M9 X 1,5 X 130MM compatível com HYUNDAI HB20 DIAMOND TURBO AT 1.. Aplicação: não especificado. Fabricante: SABO. Código: 78592."
SABO,78592,"PARAFUSO CABECOTE M9 X 1,5 X 130MM",KIA MOTORS PICANTO EX 1.0 12V 3CIL KAPP,KIA,MOTORS PICANTO EX 1.0 12V 3CIL KAPP,não especificado,"PARAFUSO CABECOTE M9 X 1,5 X 130MM compatível com KIA MOTORS PICANTO EX 1.0 12V 3CIL KAPP. Aplicação: não especificado. Fabricante: SABO. Código: 78592."
SABO,78592,"PARAFUSO CABECOTE M9 X 1,5 X 130MM",KIA MOTORS PICANTO GT AT 1.0 12V 3CIL K,KIA,MOTORS PICANTO GT AT 1.0 12V 3CIL K,não especificado,"PARAFUSO CABECOTE M9 X 1,5 X 130MM compatível com KIA MOTORS PICANTO GT AT 1.0 12V 3CIL K. Aplicação: não especificado. Fabricante: SABO. Código: 78592."
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,CITROEN BERLINGO 1.8 8V 3--02 97/12,CITROEN,BERLINGO 1.8 8V 3--02,1997 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN BERLINGO 1.8 8V 3--02. Aplicação: 1997 a 2012. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,CITROEN C3 PICASSO 1.6 16V 5--16 11/12,CITROEN,C3 PICASSO 1.6 16V 5--16,2011 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN C3 PICASSO 1.6 16V 5--16. Aplicação: 2011 a 2012. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,CITROEN C3 PICASSO 1.5 8V 5--16 14/12,CITROEN,C3 PICASSO 1.5 8V 5--16,2014 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN C3 PICASSO 1.5 8V 5--16. Aplicação: 2014 a 2012. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,CITROEN JUMPER 2.8 8V -09 12-01/9,CITROEN,JUMPER 2.8 8V -09 12-9,2001,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN JUMPER 2.8 8V -09 12-9. Aplicação: 2001. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,CITROEN XANTIA 2.0 16V 3-- 93/12,CITROEN,XANTIA 2.0 16V 3--,1993 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN XANTIA 2.0 16V 3--. Aplicação: 1993 a 2012. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 206 1.4 8V 2--09 04/11,PEUGEOT,206 1.4 8V 2--09,2004 a 2011,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 206 1.4 8V 2--09. Aplicação: 2004 a 2011. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 207 1.4 8V 8--14 08/12,PEUGEOT,207 1.4 8V 8--14,2008 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 207 1.4 8V 8--14. Aplicação: 2008 a 2012. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 207 1.6 16V 8--13 08/12,PEUGEOT,207 1.6 16V 8--13,2008 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 207 1.6 16V 8--13. Aplicação: 2008 a 2012. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 306 1.8 8V 5--03 97/10,PEUGEOT,306 1.8 8V 5--03,1997 a 2010,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 306 1.8 8V 5--03. Aplicação: 1997 a 2010. Fabricante: SABO. Código: 78595.
SABO,78595,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 306 1.8 16V 5--07 97/12,PEUGEOT,306 1.8 16V 5--07,1997 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 306 1.8 16V 5--07. Aplicação: 1997 a 2012. Fabricante: SABO. Código: 78595.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,RENAULT MEGANE 00/,RENAULT,MEGANE,2000,KIT COIFA HOMOCINETICA CAMBIO compatível com RENAULT MEGANE. Aplicação: 2000. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,RENAULT MEGANE GRAND TOUR DYNAMIQUE -12 12-06/8,RENAULT,MEGANE GRAND TOUR DYNAMIQUE -12 12-8,2006,KIT COIFA HOMOCINETICA CAMBIO compatível com RENAULT MEGANE GRAND TOUR DYNAMIQUE -12 12-8. Aplicação: 2006. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,RENAULT MEGANE CABRIOLET DYNAMIQUE  -10 10-03/3,RENAULT,MEGANE CABRIOLET DYNAMIQUE  -10 10-3,2003,KIT COIFA HOMOCINETICA CAMBIO compatível com RENAULT MEGANE CABRIOLET DYNAMIQUE  -10 10-3. Aplicação: 2003. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,RENAULT MEGANE SEDAN FII PRIVILEGE  7--05 01/7,RENAULT,MEGANE SEDAN FII PRIVILEGE  7--05 7,2001,KIT COIFA HOMOCINETICA CAMBIO compatível com RENAULT MEGANE SEDAN FII PRIVILEGE  7--05 7. Aplicação: 2001. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,RENAULT MEGANE SEDAN FII EXPRESSION 3-- 06/1,RENAULT,MEGANE SEDAN FII EXPRESSION 3-- 1,2006,KIT COIFA HOMOCINETICA CAMBIO compatível com RENAULT MEGANE SEDAN FII EXPRESSION 3-- 1. Aplicação: 2006. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,CITROEN C3 1.4(PARA EIXO COM 36 03/,CITROEN,C3 1.4(PARA EIXO COM 36,2003,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN C3 1.4(PARA EIXO COM 36. Aplicação: 2003. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,CITROEN C3 1.6(PARA EIXO COM 36 06/,CITROEN,C3 1.6(PARA EIXO COM 36,2006,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN C3 1.6(PARA EIXO COM 36. Aplicação: 2006. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,CITROEN C3 PLURIEL 1.6 L 16V DO 1--05 05/12,CITROEN,C3 PLURIEL 1.6 L 16V DO 1--05,2005 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN C3 PLURIEL 1.6 L 16V DO 1--05. Aplicação: 2005 a 2012. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,CITROEN C3 XTR TU3JP 1.4 L 8V S -12 12-05/7,CITROEN,C3 XTR TU3JP 1.4 L 8V S -12 12-7,2005,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN C3 XTR TU3JP 1.4 L 8V S -12 12-7. Aplicação: 2005. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,CITROEN C3 XTR 1.6 L 16V DOHC L - 10-05/7,CITROEN,C3 XTR 1.6 L 16V DOHC L - 10-7,2005,KIT COIFA HOMOCINETICA CAMBIO compatível com CITROEN C3 XTR 1.6 L 16V DOHC L - 10-7. Aplicação: 2005. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 206 1.0 16V(PARA EIXO CO 98/,PEUGEOT,206 1.0 16V(PARA EIXO CO,1998,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 206 1.0 16V(PARA EIXO CO. Aplicação: 1998. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT PARTNER (PARA EIXO COM 36MM) 99/,PEUGEOT,PARTNER (PARA EIXO COM 36MM),1999,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT PARTNER (PARA EIXO COM 36MM). Aplicação: 1999. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 206 SELECTION D4D 1.0 L  6--05 01/12,PEUGEOT,206 SELECTION D4D 1.0 L  6--05,2001 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 206 SELECTION D4D 1.0 L  6--05. Aplicação: 2001 a 2012. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 206 SENSATION D4D 1.0 L  6--05 01/12,PEUGEOT,206 SENSATION D4D 1.0 L  6--05,2001 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 206 SENSATION D4D 1.0 L  6--05. Aplicação: 2001 a 2012. Fabricante: SABO. Código: 78598.
SABO,78598,KIT COIFA HOMOCINETICA CAMBIO,PEUGEOT 206 TECHNO TU1JP 1.0 L 1 6--05 01/12,PEUGEOT,206 TECHNO TU1JP 1.0 L 1 6--05,2001 a 2012,KIT COIFA HOMOCINETICA CAMBIO compatível com PEUGEOT 206 TECHNO TU1JP 1.0 L 1 6--05. Aplicação: 2001 a 2012. Fabricante: SABO. Código: 78598.
SABO,78607,KIT COIFA HOMOCINETICA RODA,FIAT DUCATO /CARGO/COMBINAT 98/ 10/15,FIAT,DUCATO /CARGO/COMBINAT  10/15,1998,KIT COIFA HOMOCINETICA RODA compatível com FIAT DUCATO /CARGO/COMBINAT  10/15. Aplicação: 1998. Fabricante: SABO. Código: 78607.
SABO,78607,KIT COIFA HOMOCINETICA RODA,"CITROEN JUMPER ARO 15"" (30 DENTES) 98/08",CITROEN,"JUMPER ARO 15"" (30 DENTES)",1998 a 2008,"KIT COIFA HOMOCINETICA RODA compatível com CITROEN JUMPER ARO 15"" (30 DENTES). Aplicação: 1998 a 2008. Fabricante: SABO. Código: 78607."
SABO,78608,KIT COIFA HOMOCINETICA RODA,"FIAT DUCATO ARO 16"" 8/10-MAXI/MA 98/08",FIAT,"DUCATO ARO 16"" 8/10-MAXI/MA",1998 a 2008,"KIT COIFA HOMOCINETICA RODA compatível com FIAT DUCATO ARO 16"" 8/10-MAXI/MA. Aplicação: 1998 a 2008. Fabricante: SABO. Código: 78608."
SABO,78608,KIT COIFA HOMOCINETICA RODA,"FIAT DUCATO TODAS ARO 15""/16"" 08/",FIAT,"DUCATO TODAS ARO 15""/16""",2008,"KIT COIFA HOMOCINETICA RODA compatível com FIAT DUCATO TODAS ARO 15""/16"". Aplicação: 2008. Fabricante: SABO. Código: 78608."
SABO,78608,KIT COIFA HOMOCINETICA RODA,"CITROEN JUMPER ARO 16""(45 DENTES) 98/",CITROEN,"JUMPER ARO 16""(45 DENTES)",1998,"KIT COIFA HOMOCINETICA RODA compatível com CITROEN JUMPER ARO 16""(45 DENTES). Aplicação: 1998. Fabricante: SABO. Código: 78608."
SABO,78608,KIT COIFA HOMOCINETICA RODA,"PEUGEOT BOXER ARO 16""(45 DENTES)-J 98/08",PEUGEOT,"BOXER ARO 16""(45 DENTES)-J",1998 a 2008,"KIT COIFA HOMOCINETICA RODA compatível com PEUGEOT BOXER ARO 16""(45 DENTES)-J. Aplicação: 1998 a 2008. Fabricante: SABO. Código: 78608."
SABO,78611,KIT COIFA HOMOCINETICA RODA,FIAT DOBLO 1.6 16V 01/05,FIAT,DOBLO 1.6 16V,2001 a 2005,KIT COIFA HOMOCINETICA RODA compatível com FIAT DOBLO 1.6 16V. Aplicação: 2001 a 2005. Fabricante: SABO. Código: 78611.
SABO,78611,KIT COIFA HOMOCINETICA RODA,FIAT DOBLO 1.3 16V FIRE 03/06,FIAT,DOBLO 1.3 16V FIRE,2003 a 2006,KIT COIFA HOMOCINETICA RODA compatível com FIAT DOBLO 1.3 16V FIRE. Aplicação: 2003 a 2006. Fabricante: SABO. Código: 78611.
SABO,78612,KIT COIFA HOMOCINETICA RODA,FIAT STILO 1.8 16V GASOLINA 03/04,FIAT,STILO 1.8 16V GASOLINA,2003 a 2004,KIT COIFA HOMOCINETICA RODA compatível com FIAT STILO 1.8 16V GASOLINA. Aplicação: 2003 a 2004. Fabricante: SABO. Código: 78612.
SABO,78612,KIT COIFA HOMOCINETICA RODA,FIAT STILO 1.8 8V GASOLINA 03/05,FIAT,STILO 1.8 8V GASOLINA,2003 a 2005,KIT COIFA HOMOCINETICA RODA compatível com FIAT STILO 1.8 8V GASOLINA. Aplicação: 2003 a 2005. Fabricante: SABO. Código: 78612.
SABO,78612,KIT COIFA HOMOCINETICA RODA,FIAT PUNTO DUALOGIC 16/,FIAT,PUNTO DUALOGIC,2016,KIT COIFA HOMOCINETICA RODA compatível com FIAT PUNTO DUALOGIC. Aplicação: 2016. Fabricante: SABO. Código: 78612.
SABO,78612,KIT COIFA HOMOCINETICA RODA,FIAT DOBLO CARGO 1.8 16V FLEX 10/,FIAT,DOBLO CARGO 1.8 16V FLEX,2010,KIT COIFA HOMOCINETICA RODA compatível com FIAT DOBLO CARGO 1.8 16V FLEX. Aplicação: 2010. Fabricante: SABO. Código: 78612.
SABO,78612,KIT COIFA HOMOCINETICA RODA,FIAT CRONOS PRECISION 1.8 16V E- 18/,FIAT,CRONOS PRECISION 1.8 16V E-,2018,KIT COIFA HOMOCINETICA RODA compatível com FIAT CRONOS PRECISION 1.8 16V E-. Aplicação: 2018. Fabricante: SABO. Código: 78612.
SABO,78613,KIT COIFA HOMOCINETICA RODA,FORD ECOSPORT 1.0/1.6 02/06,FORD,ECOSPORT 1.0/1.6,2002 a 2006,KIT COIFA HOMOCINETICA RODA compatível com FORD ECOSPORT 1.0/1.6. Aplicação: 2002 a 2006. Fabricante: SABO. Código: 78613.
SABO,78613,KIT COIFA HOMOCINETICA RODA,FORD FIESTA NOVO 1.0/1.6 (21 DEN 02/11,FORD,FIESTA NOVO 1.0/1.6 (21 DEN,2002 a 2011,KIT COIFA HOMOCINETICA RODA compatível com FORD FIESTA NOVO 1.0/1.6 (21 DEN. Aplicação: 2002 a 2011. Fabricante: SABO. Código: 78613.
SABO,78617,KIT COIFA HOMOCINETICA RODA,CHEVROLET MERIVA EXPRESSION 1.8 8V -  9--12 05/7,CHEVROLET,MERIVA EXPRESSION 1.8 8V -  9--12 7,2005,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET MERIVA EXPRESSION 1.8 8V -  9--12 7. Aplicação: 2005. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,CHEVROLET MERIVA EXPRESSION 1.8 8V -  9--12 05/7,CHEVROLET,MERIVA EXPRESSION 1.8 8V -  9--12 7,2005,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET MERIVA EXPRESSION 1.8 8V -  9--12 7. Aplicação: 2005. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,CHEVROLET MERIVA 1.8 8V - FLEXPOWER -05 11-03/8,CHEVROLET,MERIVA 1.8 8V - FLEXPOWER -05 11-8,2003,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET MERIVA 1.8 8V - FLEXPOWER -05 11-8. Aplicação: 2003. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,CHEVROLET MERIVA 1.8 8V - FLEXPOWER 9--12 05/7,CHEVROLET,MERIVA 1.8 8V - FLEXPOWER 9--12 7,2005,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET MERIVA 1.8 8V - FLEXPOWER 9--12 7. Aplicação: 2005. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,CHEVROLET MERIVA JOY NLEV 1.4 8V - EC 9-- 08/7,CHEVROLET,MERIVA JOY NLEV 1.4 8V - EC 9-- 7,2008,KIT COIFA HOMOCINETICA RODA compatível com CHEVROLET MERIVA JOY NLEV 1.4 8V - EC 9-- 7. Aplicação: 2008. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN BORA BASICO 2.0 8V - GAS 5--02 00/8,VOLKSWAGEN,BORA BASICO 2.0 8V - GAS 5--02 8,2000,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN BORA BASICO 2.0 8V - GAS 5--02 8. Aplicação: 2000. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN BORA CONFORTLINE 2.0 8V - 5--02 00/8,VOLKSWAGEN,BORA CONFORTLINE 2.0 8V - 5--02 8,2000,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN BORA CONFORTLINE 2.0 8V - 5--02 8. Aplicação: 2000. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN BORA GP 2.0 8V AT - GAS 9--09 02/1,VOLKSWAGEN,BORA GP 2.0 8V AT - GAS 9--09 1,2002,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN BORA GP 2.0 8V AT - GAS 9--09 1. Aplicação: 2002. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN BORA GP 2.0 8V - FLEX 2--10 09/8,VOLKSWAGEN,BORA GP 2.0 8V - FLEX 2--10 8,2009,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN BORA GP 2.0 8V - FLEX 2--10 8. Aplicação: 2009. Fabricante: SABO. Código: 78617.
SABO,78617,KIT COIFA HOMOCINETICA RODA,VOLKSWAGEN BORA GP 2.0 8V - GAS 9--09 02/1,VOLKSWAGEN,BORA GP 2.0 8V - GAS 9--09 1,2002,KIT COIFA HOMOCINETICA RODA compatível com VOLKSWAGEN BORA GP 2.0 8V - GAS 9--09 1. Aplicação: 2002. Fabricante: SABO. Código: 78617.
SABO,78619,KIT COIFA HOMOCINETICA RODA,CITROEN C3 1.6 06/,CITROEN,C3 1.6,2006,KIT COIFA HOMOCINETICA RODA compatível com CITROEN C3 1.6. Aplicação: 2006. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,CITROEN C3 1.4 TODOS,CITROEN,C3 1.4 TODOS,não especificado,KIT COIFA HOMOCINETICA RODA compatível com CITROEN C3 1.4 TODOS. Aplicação: não especificado. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,CITROEN C3 1.,CITROEN,C3 1.,não especificado,KIT COIFA HOMOCINETICA RODA compatível com CITROEN C3 1.. Aplicação: não especificado. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,AUTOMATICO PEUGEOT PARTNER (DIÃMETRO DO EIXO 25,AUTOMATICO,PEUGEOT PARTNER (DIÃMETRO DO EIXO 25,não especificado,KIT COIFA HOMOCINETICA RODA compatível com AUTOMATICO PEUGEOT PARTNER (DIÃMETRO DO EIXO 25. Aplicação: não especificado. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,AUTOMATICO PEUGEOT 207 (DIÃMETRO DO EIXO 25,AUTOMATICO,PEUGEOT 207 (DIÃMETRO DO EIXO 25,não especificado,KIT COIFA HOMOCINETICA RODA compatível com AUTOMATICO PEUGEOT 207 (DIÃMETRO DO EIXO 25. Aplicação: não especificado. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,AUTOMATICO PEUGEOT 206 (DIÃ,AUTOMATICO,PEUGEOT 206 (DIÃ,não especificado,KIT COIFA HOMOCINETICA RODA compatível com AUTOMATICO PEUGEOT 206 (DIÃ. Aplicação: não especificado. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,METRO DO EIXO 25 VOLKSWAGEN FOX 1.0 11/,METRO,DO EIXO 25 VOLKSWAGEN FOX 1.0,2011,KIT COIFA HOMOCINETICA RODA compatível com METRO DO EIXO 25 VOLKSWAGEN FOX 1.0. Aplicação: 2011. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,METRO DO EIXO 25 VOLKSWAGEN VOYAGE 1.0 09/,METRO,DO EIXO 25 VOLKSWAGEN VOYAGE 1.0,2009,KIT COIFA HOMOCINETICA RODA compatível com METRO DO EIXO 25 VOLKSWAGEN VOYAGE 1.0. Aplicação: 2009. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,METRO DO EIXO 25 VOLKSWAGEN PARATI TURBO 1.0 S/ABS 00/06,METRO,DO EIXO 25 VOLKSWAGEN PARATI TURBO 1.0 S/ABS,2000 a 2006,KIT COIFA HOMOCINETICA RODA compatível com METRO DO EIXO 25 VOLKSWAGEN PARATI TURBO 1.0 S/ABS. Aplicação: 2000 a 2006. Fabricante: SABO. Código: 78619.
SABO,78619,KIT COIFA HOMOCINETICA RODA,METRO DO EIXO 25 VOLKSWAGEN GOL 1.0 07/,METRO,DO EIXO 25 VOLKSWAGEN GOL 1.0,2007,KIT COIFA HOMOCINETICA RODA compatível com METRO DO EIXO 25 VOLKSWAGEN GOL 1.0. Aplicação: 2007. Fabricante: SABO. Código: 78619.
